timestamp;elapsed_s;record_frame;peak_id;state;x_px;y_px;initial_x_px;initial_y_px;dx_px;dy_px;displacement_px;confidence;missed_frames;search_scale;area_px;threshold;preset
2026-08-12T04:54:01.495;14.382;49;1;LOCK;1248.3496;908.2203;1248.3496;908.2203;0.0000;0.0000;0.0000;0.9342;0;1.000;83.00;253.00;Базовый
2026-08-12T04:54:01.495;14.382;49;2;LOCK;1306.8770;862.9022;1306.8770;862.9022;0.0000;0.0000;0.0000;0.9931;0;1.000;77.00;253.00;Базовый
2026-08-12T04:54:01.792;14.680;50;1;LOCK;1248.3496;908.2203;1248.3496;908.2203;0.0000;0.0000;0.0000;0.9575;0;1.000;83.00;253.00;Базовый
2026-08-12T04:54:01.792;14.680;50;2;LOCK;1306.8770;862.9022;1306.8770;862.9022;0.0000;0.0000;0.0000;0.9930;0;1.000;77.00;253.00;Базовый
2026-08-12T04:54:02.110;14.997;51;1;LOCK;1248.3496;908.2203;1248.3496;908.2203;0.0000;0.0000;0.0000;0.9575;0;1.000;83.00;253.00;Базовый
2026-08-12T04:54:02.110;14.997;51;2;LOCK;1306.8770;862.9022;1306.8770;862.9022;0.0000;0.0000;0.0000;0.9929;0;1.000;77.00;253.00;Базовый
2026-08-12T04:54:02.439;15.327;52;1;LOCK;1248.3496;908.2203;1248.3496;908.2203;0.0000;0.0000;0.0000;0.9575;0;1.000;83.00;253.00;Базовый
2026-08-12T04:54:02.439;15.327;52;2;LOCK;1306.8770;862.9022;1306.8770;862.9022;0.0000;0.0000;0.0000;0.9929;0;1.000;77.00;253.00;Базовый
2026-08-12T04:54:02.718;15.606;53;1;LOCK;1248.3496;908.2203;1248.3496;908.2203;0.0000;0.0000;0.0000;0.9559;0;1.000;83.00;253.88;Базовый
2026-08-12T04:54:02.718;15.606;53;2;LOCK;1306.8770;862.9022;1306.8770;862.9022;0.0000;0.0000;0.0000;0.9929;0;1.000;77.00;253.00;Базовый
2026-08-12T04:54:03.015;15.902;54;1;LOCK;1248.3496;908.2203;1248.3496;908.2203;0.0000;0.0000;0.0000;0.9559;0;1.000;83.00;253.88;Базовый
2026-08-12T04:54:03.015;15.902;54;2;LOCK;1306.8770;862.9022;1306.8770;862.9022;0.0000;0.0000;0.0000;0.9929;0;1.000;77.00;253.00;Базовый
2026-08-12T04:54:03.299;16.186;55;1;LOCK;1248.3496;908.2203;1248.3496;908.2203;0.0000;0.0000;0.0000;0.9406;0;1.000;84.00;254.00;Базовый
2026-08-12T04:54:03.299;16.186;55;2;LOCK;1306.8770;862.9022;1306.8770;862.9022;0.0000;0.0000;0.0000;0.9040;0;1.000;77.00;253.00;Базовый
2026-08-12T04:54:03.661;16.548;56;1;LOCK;1248.3496;908.2203;1248.3496;908.2203;0.0000;0.0000;0.0000;0.9949;0;1.000;84.00;253.00;Базовый
2026-08-12T04:54:03.661;16.548;56;2;LOCK;1306.8770;862.9022;1306.8770;862.9022;0.0000;0.0000;0.0000;0.9932;0;1.000;77.00;252.00;Базовый
2026-08-12T04:54:03.945;16.833;57;1;LOCK;1248.3496;908.2203;1248.3496;908.2203;0.0000;0.0000;0.0000;0.9326;0;1.000;84.00;254.00;Базовый
2026-08-12T04:54:03.945;16.833;57;2;LOCK;1306.8770;862.9022;1306.8770;862.9022;0.0000;0.0000;0.0000;0.9932;0;1.000;77.00;253.00;Базовый
2026-08-12T04:54:04.260;17.147;58;1;LOCK;1248.3496;908.2203;1248.3496;908.2203;0.0000;0.0000;0.0000;0.9326;0;1.000;84.00;254.00;Базовый
2026-08-12T04:54:04.260;17.147;58;2;LOCK;1306.8770;862.9022;1306.8770;862.9022;0.0000;0.0000;0.0000;0.9930;0;1.000;77.00;253.00;Базовый
2026-08-12T04:54:04.547;17.435;59;1;LOCK;1248.3496;908.2203;1248.3496;908.2203;0.0000;0.0000;0.0000;0.9326;0;1.000;84.00;254.00;Базовый
2026-08-12T04:54:04.547;17.435;59;2;LOCK;1306.8770;862.9022;1306.8770;862.9022;0.0000;0.0000;0.0000;0.9933;0;1.000;77.00;253.00;Базовый
2026-08-12T04:54:04.833;17.720;60;1;LOCK;1248.3496;908.2203;1248.3496;908.2203;0.0000;0.0000;0.0000;0.9326;0;1.000;84.00;254.00;Базовый
2026-08-12T04:54:04.833;17.720;60;2;LOCK;1306.8770;862.9022;1306.8770;862.9022;0.0000;0.0000;0.0000;0.9933;0;1.000;77.00;253.00;Базовый
2026-08-12T04:54:05.128;18.015;61;1;LOCK;1248.3496;908.2203;1248.3496;908.2203;0.0000;0.0000;0.0000;0.9326;0;1.000;84.00;254.00;Базовый
2026-08-12T04:54:05.128;18.015;61;2;LOCK;1306.8770;862.9022;1306.8770;862.9022;0.0000;0.0000;0.0000;0.9933;0;1.000;77.00;253.00;Базовый
2026-08-12T04:54:05.471;18.358;62;1;LOCK;1248.3496;908.2203;1248.3496;908.2203;0.0000;0.0000;0.0000;0.9541;0;1.000;84.00;253.00;Базовый
2026-08-12T04:54:05.471;18.358;62;2;LOCK;1306.8770;862.9022;1306.8770;862.9022;0.0000;0.0000;0.0000;0.9471;0;1.000;77.00;252.00;Базовый
2026-08-12T04:54:05.810;18.698;63;1;LOCK;1248.3496;908.2203;1248.3496;908.2203;0.0000;0.0000;0.0000;0.9370;0;1.000;84.00;254.00;Базовый
2026-08-12T04:54:05.810;18.698;63;2;LOCK;1306.8770;862.9022;1306.8770;862.9022;0.0000;0.0000;0.0000;0.9933;0;1.000;77.00;253.00;Базовый
2026-08-12T04:54:06.104;18.991;64;1;LOCK;1248.3496;908.2203;1248.3496;908.2203;0.0000;0.0000;0.0000;0.9370;0;1.000;84.00;254.00;Базовый
2026-08-12T04:54:06.104;18.991;64;2;LOCK;1306.8770;862.9022;1306.8770;862.9022;0.0000;0.0000;0.0000;0.9933;0;1.000;77.00;253.00;Базовый
2026-08-12T04:54:06.398;19.285;65;1;LOCK;1248.3496;908.2203;1248.3496;908.2203;0.0000;0.0000;0.0000;0.9370;0;1.000;84.00;254.00;Базовый
2026-08-12T04:54:06.398;19.285;65;2;LOCK;1306.8770;862.9022;1306.8770;862.9022;0.0000;0.0000;0.0000;0.9933;0;1.000;77.00;253.00;Базовый
2026-08-12T04:54:06.705;19.592;66;1;LOCK;1248.3496;908.2203;1248.3496;908.2203;0.0000;0.0000;0.0000;0.9693;0;1.000;84.00;253.00;Базовый
2026-08-12T04:54:06.705;19.592;66;2;LOCK;1306.8770;862.9022;1306.8770;862.9022;0.0000;0.0000;0.0000;0.9933;0;1.000;77.00;253.00;Базовый
2026-08-12T04:54:06.998;19.886;67;1;LOCK;1248.3496;908.2203;1248.3496;908.2203;0.0000;0.0000;0.0000;0.9693;0;1.000;84.00;253.00;Базовый
2026-08-12T04:54:06.998;19.886;67;2;LOCK;1306.8770;862.9022;1306.8770;862.9022;0.0000;0.0000;0.0000;0.9933;0;1.000;77.00;253.00;Базовый
2026-08-12T04:54:07.297;20.184;68;1;LOCK;1248.3496;908.2203;1248.3496;908.2203;0.0000;0.0000;0.0000;0.9191;0;1.000;83.00;253.00;Базовый
2026-08-12T04:54:07.297;20.184;68;2;LOCK;1306.8770;862.9022;1306.8770;862.9022;0.0000;0.0000;0.0000;0.9389;0;1.000;77.00;252.84;Базовый
2026-08-12T04:54:07.577;20.465;69;1;LOCK;1248.3496;908.2203;1248.3496;908.2203;0.0000;0.0000;0.0000;0.9191;0;1.000;83.00;253.00;Базовый
2026-08-12T04:54:07.577;20.465;69;2;LOCK;1306.8770;862.9022;1306.8770;862.9022;0.0000;0.0000;0.0000;0.9932;0;1.000;77.00;253.00;Базовый
2026-08-12T04:54:07.856;20.743;70;1;LOCK;1248.3496;908.2203;1248.3496;908.2203;0.0000;0.0000;0.0000;0.9158;0;1.000;83.00;252.88;Базовый
2026-08-12T04:54:07.856;20.743;70;2;LOCK;1306.8770;862.9022;1306.8770;862.9022;0.0000;0.0000;0.0000;0.9220;0;1.000;77.00;253.00;Базовый
2026-08-12T04:54:08.138;21.025;71;1;LOCK;1248.3496;908.2203;1248.3496;908.2203;0.0000;0.0000;0.0000;0.9158;0;1.000;83.00;253.88;Базовый
2026-08-12T04:54:08.138;21.025;71;2;LOCK;1306.8770;862.9022;1306.8770;862.9022;0.0000;0.0000;0.0000;0.9220;0;1.000;77.00;253.00;Базовый
2026-08-12T04:54:08.417;21.304;72;1;LOCK;1248.3496;908.2203;1248.3496;908.2203;0.0000;0.0000;0.0000;0.9945;0;1.000;83.00;253.00;Базовый
2026-08-12T04:54:08.417;21.304;72;2;LOCK;1306.8770;862.9022;1306.8770;862.9022;0.0000;0.0000;0.0000;0.9220;0;1.000;77.00;253.00;Базовый
2026-08-12T04:54:08.693;21.580;73;1;LOCK;1248.3496;908.2203;1248.3496;908.2203;0.0000;0.0000;0.0000;0.9944;0;1.000;83.00;253.00;Базовый
2026-08-12T04:54:08.693;21.580;73;2;LOCK;1306.8770;862.9022;1306.8770;862.9022;0.0000;0.0000;0.0000;0.9220;0;1.000;77.00;253.00;Базовый
2026-08-12T04:54:08.978;21.865;74;1;LOCK;1248.3496;908.2203;1248.3496;908.2203;0.0000;0.0000;0.0000;0.9944;0;1.000;83.00;253.00;Базовый
2026-08-12T04:54:08.978;21.865;74;2;LOCK;1306.8770;862.9022;1306.8770;862.9022;0.0000;0.0000;0.0000;0.9220;0;1.000;77.00;253.00;Базовый
2026-08-12T04:54:09.259;22.147;75;1;LOCK;1248.3496;908.2203;1248.3496;908.2203;0.0000;0.0000;0.0000;0.9736;0;1.000;84.00;253.00;Базовый
2026-08-12T04:54:09.259;22.147;75;2;LOCK;1306.8770;862.9022;1306.8770;862.9022;0.0000;0.0000;0.0000;0.9935;0;1.000;77.00;253.00;Базовый
2026-08-12T04:54:09.642;22.530;76;1;LOCK;1248.3496;908.2203;1248.3496;908.2203;0.0000;0.0000;0.0000;0.9941;0;1.000;83.00;253.00;Базовый
2026-08-12T04:54:09.642;22.530;76;2;LOCK;1306.8770;862.9022;1306.8770;862.9022;0.0000;0.0000;0.0000;0.9934;0;1.000;77.00;253.00;Базовый
2026-08-12T04:54:09.923;22.810;77;1;LOCK;1248.3496;908.2203;1248.3496;908.2203;0.0000;0.0000;0.0000;0.9941;0;1.000;83.00;253.00;Базовый
