timestamp;elapsed_s;record_frame;peak_id;state;x_px;y_px;confidence;missed_frames;search_scale;area_px;threshold;preset
2026-08-10T12:59:07.790;4.147;14;2;LOCK;1309.4071;867.9201;0.9999;0;1.000;52.00;205.36;Базовый
2026-08-10T12:59:08.089;4.446;15;1;LOCK;1252.3771;913.0016;0.9997;0;1.000;56.00;203.80;Базовый
2026-08-10T12:59:08.089;4.446;15;2;LOCK;1309.4234;867.9502;0.9999;0;1.000;52.00;205.36;Базовый
2026-08-10T12:59:08.375;4.732;16;1;LOCK;1252.3701;913.0016;0.9997;0;1.000;56.00;203.80;Базовый
2026-08-10T12:59:08.375;4.732;16;2;LOCK;1309.4256;867.9488;0.9999;0;1.000;52.00;204.68;Базовый
2026-08-10T12:59:08.656;5.013;17;1;LOCK;1252.3663;913.0018;0.9997;0;1.000;56.00;203.80;Базовый
2026-08-10T12:59:08.656;5.013;17;2;LOCK;1309.4222;867.9385;0.9999;0;1.000;52.00;204.68;Базовый
2026-08-10T12:59:08.948;5.304;18;1;LOCK;1252.3654;913.0019;0.9997;0;1.000;56.00;203.80;Базовый
2026-08-10T12:59:08.948;5.304;18;2;LOCK;1309.4193;867.9315;0.9999;0;1.000;52.00;204.68;Базовый
2026-08-10T12:59:09.247;5.604;19;1;LOCK;1252.3654;913.0019;0.9997;0;1.000;56.00;203.80;Базовый
2026-08-10T12:59:09.247;5.604;19;2;LOCK;1309.4193;867.9315;0.9999;0;1.000;52.00;204.68;Базовый
2026-08-10T12:59:09.532;5.889;20;1;LOCK;1252.3654;913.0019;0.9997;0;1.000;56.00;203.80;Базовый
2026-08-10T12:59:09.532;5.889;20;2;LOCK;1309.4193;867.9315;0.9999;0;1.000;52.00;204.68;Базовый
2026-08-10T12:59:09.829;6.186;21;1;LOCK;1252.3654;913.0019;0.9997;0;1.000;56.00;203.80;Базовый
2026-08-10T12:59:09.829;6.186;21;2;LOCK;1309.4193;867.9315;0.9999;0;1.000;52.00;204.68;Базовый
2026-08-10T12:59:10.130;6.487;22;1;LOCK;1252.3654;913.0019;0.9997;0;1.000;56.00;203.80;Базовый
2026-08-10T12:59:10.130;6.487;22;2;LOCK;1309.4193;867.9315;0.9999;0;1.000;52.00;204.68;Базовый
2026-08-10T12:59:10.427;6.784;23;1;LOCK;1252.3654;913.0019;0.9997;0;1.000;56.00;203.80;Базовый
2026-08-10T12:59:10.427;6.784;23;2;LOCK;1309.4193;867.9315;0.9999;0;1.000;52.00;204.68;Базовый
2026-08-10T12:59:10.734;7.091;24;1;HOLD;1252.3654;913.0019;0.9553;3;1.102;56.00;203.80;Базовый
2026-08-10T12:59:10.734;7.091;24;2;LOCK;1309.3943;867.9459;1.0000;0;1.000;51.00;206.00;Базовый
2026-08-10T12:59:11.024;7.381;25;1;LOCK;1252.3713;913.0093;0.9988;0;1.000;55.00;210.52;Базовый
2026-08-10T12:59:11.024;7.381;25;2;LOCK;1309.3894;867.9363;0.9999;0;1.000;52.00;206.00;Базовый
2026-08-10T12:59:11.303;7.660;26;1;HOLD;1252.3713;913.0093;0.9691;2;1.068;55.00;210.52;Базовый
2026-08-10T12:59:11.303;7.660;26;2;LOCK;1309.3815;867.9291;1.0000;0;1.000;51.00;205.32;Базовый
2026-08-10T12:59:11.595;7.952;27;1;LOCK;1252.3919;913.0217;0.9997;0;1.000;56.00;210.68;Базовый
2026-08-10T12:59:11.595;7.952;27;2;LOCK;1309.3825;867.9091;0.9999;0;1.000;52.00;205.36;Базовый
2026-08-10T12:59:11.889;8.246;28;1;HOLD;1252.3919;913.0217;0.9699;2;1.068;56.00;210.68;Базовый
2026-08-10T12:59:11.889;8.246;28;2;LOCK;1309.3871;867.8913;0.9999;0;1.000;52.00;205.36;Базовый
2026-08-10T12:59:12.186;8.543;29;1;HOLD;1252.3919;913.0217;0.9553;3;1.102;56.00;210.68;Базовый
2026-08-10T12:59:12.186;8.543;29;2;LOCK;1309.3899;867.8843;0.9999;0;1.000;52.00;205.36;Базовый
2026-08-10T12:59:12.469;8.826;30;1;LOCK;1252.4113;913.0324;0.9997;0;1.000;56.00;210.52;Базовый
2026-08-10T12:59:12.469;8.826;30;2;LOCK;1309.3927;867.8789;0.9999;0;1.000;52.00;205.36;Базовый
2026-08-10T12:59:12.751;9.108;31;1;HOLD;1252.4113;913.0324;0.9847;1;1.034;56.00;210.52;Базовый
2026-08-10T12:59:12.751;9.108;31;2;LOCK;1309.3955;867.8751;0.9999;0;1.000;52.00;205.36;Базовый
2026-08-10T12:59:13.043;9.399;32;1;HOLD;1252.4113;913.0324;0.9847;1;1.034;56.00;210.52;Базовый
2026-08-10T12:59:13.043;9.399;32;2;LOCK;1309.3955;867.8751;0.9999;0;1.000;52.00;205.36;Базовый
2026-08-10T12:59:13.332;9.689;33;1;HOLD;1252.4113;913.0324;0.9847;1;1.034;56.00;210.52;Базовый
2026-08-10T12:59:13.332;9.689;33;2;LOCK;1309.3955;867.8751;0.9999;0;1.000;52.00;205.36;Базовый
2026-08-10T12:59:13.628;9.985;34;1;HOLD;1252.4113;913.0324;0.9847;1;1.034;56.00;210.52;Базовый
2026-08-10T12:59:13.628;9.985;34;2;LOCK;1309.3955;867.8751;0.9999;0;1.000;52.00;205.36;Базовый
2026-08-10T12:59:13.914;10.271;35;1;HOLD;1252.4113;913.0324;0.9847;1;1.034;56.00;210.52;Базовый
2026-08-10T12:59:13.914;10.271;35;2;LOCK;1309.3955;867.8751;0.9999;0;1.000;52.00;205.36;Базовый
2026-08-10T12:59:14.211;10.568;36;1;HOLD;1252.4113;913.0324;0.9847;1;1.034;56.00;210.52;Базовый
2026-08-10T12:59:14.211;10.568;36;2;LOCK;1309.3955;867.8751;0.9999;0;1.000;52.00;205.36;Базовый
2026-08-10T12:59:14.515;10.872;37;1;HOLD;1252.4113;913.0324;0.9847;1;1.034;56.00;210.52;Базовый
2026-08-10T12:59:14.515;10.872;37;2;LOCK;1309.3955;867.8751;0.9999;0;1.000;52.00;205.36;Базовый
2026-08-10T12:59:14.809;11.166;38;1;HOLD;1252.4113;913.0324;0.9847;1;1.034;56.00;210.52;Базовый
2026-08-10T12:59:14.809;11.166;38;2;LOCK;1309.3955;867.8751;0.9999;0;1.000;52.00;205.36;Базовый
2026-08-10T12:59:15.102;11.459;39;1;HOLD;1252.4113;913.0324;0.9847;1;1.034;56.00;210.52;Базовый
2026-08-10T12:59:15.102;11.459;39;2;LOCK;1309.3955;867.8751;0.9999;0;1.000;52.00;205.36;Базовый
2026-08-10T12:59:15.393;11.750;40;1;HOLD;1252.4113;913.0324;0.9847;1;1.034;56.00;210.52;Базовый
2026-08-10T12:59:15.393;11.750;40;2;LOCK;1309.3955;867.8751;0.9999;0;1.000;52.00;205.36;Базовый
2026-08-10T12:59:15.692;12.049;41;1;HOLD;1252.4113;913.0324;0.9847;1;1.034;56.00;210.52;Базовый
2026-08-10T12:59:15.692;12.049;41;2;LOCK;1309.3955;867.8751;0.9999;0;1.000;52.00;205.36;Базовый
2026-08-10T12:59:15.985;12.342;42;1;HOLD;1252.4113;913.0324;0.9847;1;1.034;56.00;210.52;Базовый
2026-08-10T12:59:15.985;12.342;42;2;LOCK;1309.3955;867.8751;0.9999;0;1.000;52.00;205.36;Базовый
2026-08-10T12:59:16.286;12.643;43;1;HOLD;1252.4113;913.0324;0.9699;2;1.068;56.00;210.52;Базовый
2026-08-10T12:59:16.286;12.643;43;2;LOCK;1309.4670;868.2238;0.9969;0;1.000;68.00;204.88;Базовый
2026-08-10T12:59:16.583;12.940;44;1;HOLD;1252.4113;913.0324;0.9699;2;1.068;56.00;210.52;Базовый
2026-08-10T12:59:16.583;12.940;44;2;LOCK;1309.4670;868.2238;0.9969;0;1.000;68.00;204.88;Базовый
2026-08-10T12:59:16.866;13.223;45;1;HOLD;1252.4113;913.0324;0.9699;2;1.068;56.00;210.52;Базовый
2026-08-10T12:59:16.866;13.223;45;2;LOCK;1309.4670;868.2238;0.9969;0;1.000;68.00;204.88;Базовый
2026-08-10T12:59:17.157;13.514;46;1;HOLD;1252.4113;913.0324;0.9699;2;1.068;56.00;210.52;Базовый
2026-08-10T12:59:17.157;13.514;46;2;LOCK;1309.4670;868.2238;0.9969;0;1.000;68.00;204.88;Базовый
2026-08-10T12:59:17.445;13.802;47;1;HOLD;1252.4113;913.0324;0.9699;2;1.068;56.00;210.52;Базовый
2026-08-10T12:59:17.445;13.802;47;2;LOCK;1309.4670;868.2238;0.9969;0;1.000;68.00;204.88;Базовый
2026-08-10T12:59:17.731;14.088;48;1;HOLD;1252.4113;913.0324;0.9699;2;1.068;56.00;210.52;Базовый
2026-08-10T12:59:17.731;14.088;48;2;LOCK;1309.4670;868.2238;0.9969;0;1.000;68.00;204.88;Базовый
2026-08-10T12:59:18.016;14.373;49;1;HOLD;1252.4113;913.0324;0.9699;2;1.068;56.00;210.52;Базовый
2026-08-10T12:59:18.016;14.373;49;2;LOCK;1309.4670;868.2238;0.9969;0;1.000;68.00;204.88;Базовый
2026-08-10T12:59:18.306;14.663;50;1;HOLD;1252.4113;913.0324;0.9699;2;1.068;56.00;210.52;Базовый
2026-08-10T12:59:18.306;14.663;50;2;LOCK;1309.4670;868.2238;0.9969;0;1.000;68.00;204.88;Базовый
2026-08-10T12:59:18.590;14.947;51;1;HOLD;1252.4113;913.0324;0.9553;3;1.102;56.00;210.52;Базовый
2026-08-10T12:59:18.590;14.947;51;2;LOCK;1309.4730;868.2400;0.9999;0;1.000;52.00;204.88;Базовый
2026-08-10T12:59:18.887;15.244;52;1;HOLD;1252.4113;913.0324;0.9553;3;1.102;56.00;210.52;Базовый
2026-08-10T12:59:18.887;15.244;52;2;LOCK;1309.4730;868.2400;0.9999;0;1.000;52.00;204.88;Базовый
2026-08-10T12:59:19.175;15.532;53;1;HOLD;1252.4176;913.0218;0.9697;2;1.068;52.00;209.72;Базовый
2026-08-10T12:59:19.175;15.532;53;2;LOCK;1309.4634;868.1719;0.9999;0;1.000;52.00;205.36;Базовый
2026-08-10T12:59:19.468;15.825;54;1;HOLD;1252.4176;913.0218;0.9552;3;1.102;52.00;209.72;Базовый
2026-08-10T12:59:19.468;15.825;54;2;LOCK;1309.4545;868.1253;0.9999;0;1.000;52.00;205.36;Базовый
2026-08-10T12:59:19.763;16.120;55;1;LOCK;1252.4106;913.0278;0.9997;0;1.000;54.00;209.72;Базовый
2026-08-10T12:59:19.763;16.120;55;2;LOCK;1309.4447;868.0749;0.9999;0;1.000;52.00;205.36;Базовый
2026-08-10T12:59:20.066;16.423;56;1;LOCK;1252.4125;913.0368;0.9995;0;1.000;55.00;203.32;Базовый
2026-08-10T12:59:20.066;16.423;56;2;LOCK;1309.4129;867.9721;1.0000;0;1.000;51.00;206.04;Базовый
2026-08-10T12:59:20.351;16.708;57;1;HOLD;1252.4125;913.0368;0.9552;3;1.102;55.00;203.32;Базовый
2026-08-10T12:59:20.351;16.708;57;2;LOCK;1309.3886;867.9185;1.0000;0;1.000;51.00;205.20;Базовый
2026-08-10T12:59:20.659;17.016;58;1;HOLD;1252.4166;913.0489;0.9699;2;1.068;55.00;209.40;Базовый
2026-08-10T12:59:20.659;17.016;58;2;LOCK;1309.3794;867.9123;1.0000;0;1.000;51.00;205.20;Базовый
2026-08-10T12:59:20.941;17.298;59;1;LOCK;1252.4204;913.0598;0.9997;0;1.000;55.00;209.56;Базовый
2026-08-10T12:59:20.941;17.298;59;2;LOCK;1309.3801;867.9245;1.0000;0;1.000;51.00;205.20;Базовый
2026-08-10T12:59:21.228;17.585;60;1;HOLD;1252.4204;913.0598;0.9553;3;1.102;55.00;209.56;Базовый
2026-08-10T12:59:21.228;17.585;60;2;LOCK;1309.3867;867.9505;1.0000;0;1.000;51.00;205.36;Базовый
2026-08-10T12:59:21.519;17.876;61;1;LOCK;1252.4235;913.0687;0.9997;0;1.000;55.00;209.40;Базовый
2026-08-10T12:59:21.519;17.876;61;2;LOCK;1309.3894;867.9586;1.0000;0;1.000;51.00;205.36;Базовый
2026-08-10T12:59:21.823;18.180;62;1;LOCK;1252.4387;913.0711;0.9997;0;1.000;56.00;203.16;Базовый
2026-08-10T12:59:21.823;18.180;62;2;LOCK;1309.3910;867.9776;1.0000;0;1.000;51.00;205.88;Базовый
2026-08-10T12:59:22.113;18.470;63;1;LOCK;1252.4702;913.0612;0.9997;0;1.000;56.00;203.16;Базовый
2026-08-10T12:59:22.113;18.470;63;2;LOCK;1309.3907;867.9847;1.0000;0;1.000;51.00;205.88;Базовый
2026-08-10T12:59:22.398;18.755;64;1;LOCK;1252.4892;913.0514;0.9997;0;1.000;56.00;203.16;Базовый
2026-08-10T12:59:22.398;18.755;64;2;LOCK;1309.3898;867.9825;1.0000;0;1.000;51.00;205.20;Базовый
2026-08-10T12:59:22.681;19.037;65;1;LOCK;1252.4935;913.0470;0.9997;0;1.000;56.00;203.32;Базовый
2026-08-10T12:59:22.681;19.037;65;2;LOCK;1309.3894;867.9790;1.0000;0;1.000;51.00;205.20;Базовый
2026-08-10T12:59:22.984;19.341;66;1;LOCK;1252.4905;913.0445;0.9997;0;1.000;56.00;203.32;Базовый
2026-08-10T12:59:22.984;19.341;66;2;LOCK;1309.3896;867.9734;1.0000;0;1.000;51.00;205.20;Базовый
2026-08-10T12:59:23.286;19.643;67;1;LOCK;1252.4828;913.0455;0.9997;0;1.000;56.00;203.32;Базовый
2026-08-10T12:59:23.286;19.643;67;2;LOCK;1309.3900;867.9697;1.0000;0;1.000;51.00;205.52;Базовый
2026-08-10T12:59:23.584;19.941;68;1;HOLD;1252.4828;913.0455;0.9553;3;1.102;56.00;203.32;Базовый
2026-08-10T12:59:23.584;19.941;68;2;LOCK;1309.3944;867.9294;0.9999;0;1.000;52.00;205.20;Базовый
2026-08-10T12:59:23.879;20.236;69;1;HOLD;1252.4693;913.0464;0.9695;2;1.068;55.00;209.52;Базовый
2026-08-10T12:59:23.879;20.236;69;2;LOCK;1309.3959;867.8988;0.9999;0;1.000;52.00;205.36;Базовый
2026-08-10T12:59:24.175;20.532;70;1;LOCK;1252.4570;913.0475;0.9993;0;1.000;55.00;209.52;Базовый
2026-08-10T12:59:24.175;20.532;70;2;LOCK;1309.3967;867.8884;0.9999;0;1.000;52.00;205.36;Базовый
2026-08-10T12:59:24.454;20.811;71;1;HOLD;1252.4570;913.0475;0.9550;3;1.102;55.00;209.52;Базовый
2026-08-10T12:59:24.454;20.811;71;2;LOCK;1309.3990;867.8858;0.9999;0;1.000;52.00;204.52;Базовый
2026-08-10T12:59:24.736;21.093;72;1;HOLD;1252.4466;913.0483;0.9843;1;1.034;55.00;209.36;Базовый
2026-08-10T12:59:24.736;21.093;72;2;LOCK;1309.4004;867.8904;0.9999;0;1.000;52.00;204.52;Базовый
2026-08-10T12:59:25.028;21.384;73;1;LOCK;1252.4380;913.0509;0.9995;0;1.000;55.00;210.20;Базовый
2026-08-10T12:59:25.028;21.384;73;2;LOCK;1309.4017;867.9000;0.9999;0;1.000;52.00;204.68;Базовый
2026-08-10T12:59:25.317;21.674;74;1;HOLD;1252.4380;913.0509;0.9552;3;1.102;55.00;210.20;Базовый
2026-08-10T12:59:25.317;21.674;74;2;LOCK;1309.4022;867.9079;0.9999;0;1.000;52.00;204.68;Базовый
2026-08-10T12:59:25.597;21.953;75;1;HOLD;1252.4216;913.0550;0.9844;1;1.034;54.00;208.72;Базовый
2026-08-10T12:59:25.597;21.953;75;2;LOCK;1309.3950;867.9399;1.0000;0;1.000;51.00;204.36;Базовый
2026-08-10T12:59:25.878;22.235;76;1;HOLD;1252.4216;913.0550;0.9551;3;1.102;54.00;208.72;Базовый
2026-08-10T12:59:25.878;22.235;76;2;LOCK;1309.3893;867.9688;1.0000;0;1.000;51.00;204.36;Базовый
2026-08-10T12:59:26.169;22.526;77;1;HOLD;1252.4074;913.0587;0.9696;2;1.068;54.00;208.88;Базовый
2026-08-10T12:59:26.169;22.526;77;2;LOCK;1309.3801;867.9959;1.0000;0;1.000;51.00;204.36;Базовый
2026-08-10T12:59:26.457;22.814;78;1;HOLD;1252.3960;913.0615;0.9844;1;1.034;54.00;208.56;Базовый
2026-08-10T12:59:26.457;22.814;78;2;LOCK;1309.3758;868.0023;1.0000;0;1.000;51.00;204.20;Базовый
2026-08-10T12:59:26.746;23.103;79;1;LOCK;1252.3872;913.0637;0.9994;0;1.000;54.00;208.72;Базовый
2026-08-10T12:59:26.746;23.103;79;2;LOCK;1309.3758;867.9956;1.0000;0;1.000;51.00;204.20;Базовый
2026-08-10T12:59:27.027;23.384;80;1;HOLD;1252.3872;913.0637;0.9696;2;1.068;54.00;208.72;Базовый
2026-08-10T12:59:27.027;23.384;80;2;LOCK;1309.3771;867.9883;1.0000;0;1.000;51.00;204.20;Базовый
2026-08-10T12:59:27.312;23.669;81;1;HOLD;1252.3807;913.0653;0.9844;1;1.034;54.00;208.88;Базовый
2026-08-10T12:59:27.312;23.669;81;2;LOCK;1309.3793;867.9779;1.0000;0;1.000;51.00;204.20;Базовый
2026-08-10T12:59:27.604;23.961;82;1;LOCK;1252.3742;913.0653;0.9993;0;1.000;54.00;209.56;Базовый
2026-08-10T12:59:27.604;23.961;82;2;LOCK;1309.3893;867.9648;1.0000;0;1.000;51.00;205.68;Базовый
2026-08-10T12:59:27.895;24.252;83;1;HOLD;1252.3742;913.0653;0.9550;3;1.102;54.00;209.56;Базовый
2026-08-10T12:59:27.895;24.252;83;2;LOCK;1309.4022;867.9143;0.9999;0;1.000;52.00;205.68;Базовый
2026-08-10T12:59:28.177;24.534;84;1;HOLD;1252.3694;913.0648;0.9695;2;1.068;54.00;209.72;Базовый
2026-08-10T12:59:28.177;24.534;84;2;LOCK;1309.4012;867.8787;0.9999;0;1.000;52.00;205.68;Базовый
2026-08-10T12:59:28.463;24.820;85;1;HOLD;1252.3660;913.0641;0.9843;1;1.034;54.00;209.72;Базовый
2026-08-10T12:59:28.463;24.820;85;2;LOCK;1309.3947;867.8668;0.9999;0;1.000;52.00;205.68;Базовый
2026-08-10T12:59:28.746;25.103;86;1;HOLD;1252.3660;913.0641;0.9695;2;1.068;54.00;209.72;Базовый
2026-08-10T12:59:28.746;25.103;86;2;LOCK;1309.3926;867.8671;0.9999;0;1.000;52.00;205.68;Базовый
2026-08-10T12:59:29.039;25.395;87;1;HOLD;1252.3660;913.0641;0.9695;2;1.068;54.00;209.72;Базовый
2026-08-10T12:59:29.039;25.395;87;2;LOCK;1309.3926;867.8671;0.9999;0;1.000;52.00;205.68;Базовый
2026-08-10T12:59:29.315;25.672;88;1;LOCK;1252.3634;913.0636;0.9993;0;1.000;54.00;209.72;Базовый
2026-08-10T12:59:29.315;25.672;88;2;LOCK;1309.3943;867.8710;0.9999;0;1.000;52.00;206.36;Базовый
2026-08-10T12:59:29.603;25.960;89;1;HOLD;1252.3634;913.0636;0.9550;3;1.102;54.00;209.72;Базовый
2026-08-10T12:59:29.603;25.960;89;2;LOCK;1309.3872;867.9239;1.0000;0;1.000;51.00;205.20;Базовый
2026-08-10T12:59:29.893;26.250;90;1;HOLD;1252.3853;913.0653;0.9695;2;1.068;56.00;208.56;Базовый
2026-08-10T12:59:29.893;26.250;90;2;LOCK;1309.3820;867.9666;1.0000;0;1.000;51.00;205.20;Базовый
2026-08-10T12:59:30.186;26.543;91;1;HOLD;1252.4066;913.0669;0.9843;1;1.034;56.00;208.56;Базовый
2026-08-10T12:59:30.186;26.543;91;2;LOCK;1309.3799;867.9864;1.0000;0;1.000;51.00;205.04;Базовый
2026-08-10T12:59:30.462;26.819;92;1;LOCK;1252.4251;913.0683;0.9993;0;1.000;56.00;208.56;Базовый
2026-08-10T12:59:30.462;26.819;92;2;LOCK;1309.3802;867.9861;1.0000;0;1.000;51.00;205.04;Базовый
2026-08-10T12:59:30.749;27.106;93;1;HOLD;1252.4251;913.0683;0.9843;1;1.034;56.00;208.56;Базовый
2026-08-10T12:59:30.749;27.106;93;2;LOCK;1309.3807;867.9832;1.0000;0;1.000;51.00;205.04;Базовый
2026-08-10T12:59:31.028;27.385;94;1;HOLD;1252.4251;913.0683;0.9550;3;1.102;56.00;208.56;Базовый
2026-08-10T12:59:31.028;27.385;94;2;LOCK;1309.3822;867.9759;1.0000;0;1.000;51.00;205.20;Базовый
2026-08-10T12:59:31.310;27.667;95;1;HOLD;1252.4403;913.0695;0.9843;1;1.034;56.00;208.56;Базовый
2026-08-10T12:59:31.310;27.667;95;2;LOCK;1309.3839;867.9681;1.0000;0;1.000;51.00;205.20;Базовый
2026-08-10T12:59:31.590;27.947;96;1;HOLD;1252.4403;913.0695;0.9550;3;1.102;56.00;208.56;Базовый
2026-08-10T12:59:31.590;27.947;96;2;LOCK;1309.3871;867.9636;1.0000;0;1.000;51.00;205.36;Базовый
2026-08-10T12:59:31.869;28.226;97;1;HOLD;1252.4380;913.0661;0.9845;1;1.034;55.00;210.04;Базовый
2026-08-10T12:59:31.869;28.226;97;2;LOCK;1309.3896;867.9613;1.0000;0;1.000;51.00;205.36;Базовый
2026-08-10T12:59:32.157;28.513;98;1;LOCK;1252.4335;913.0625;0.9995;0;1.000;55.00;209.88;Базовый
2026-08-10T12:59:32.157;28.513;98;2;LOCK;1309.3917;867.9611;1.0000;0;1.000;51.00;205.36;Базовый
2026-08-10T12:59:32.445;28.802;99;1;HOLD;1252.4335;913.0625;0.9845;1;1.034;55.00;209.88;Базовый
2026-08-10T12:59:32.445;28.802;99;2;LOCK;1309.3919;867.9617;1.0000;0;1.000;51.00;205.36;Базовый
2026-08-10T12:59:32.745;29.101;100;1;HOLD;1252.4335;913.0625;0.9697;2;1.068;55.00;209.88;Базовый
2026-08-10T12:59:32.745;29.101;100;2;LOCK;1309.3922;867.9628;1.0000;0;1.000;51.00;205.36;Базовый
2026-08-10T12:59:33.033;29.390;101;1;HOLD;1252.4282;913.0591;0.9845;1;1.034;55.00;210.04;Базовый
2026-08-10T12:59:33.033;29.390;101;2;LOCK;1309.3912;867.9659;1.0000;0;1.000;51.00;205.36;Базовый
2026-08-10T12:59:33.320;29.677;102;1;HOLD;1252.4282;913.0591;0.9697;2;1.068;55.00;210.04;Базовый
2026-08-10T12:59:33.320;29.677;102;2;LOCK;1309.3908;867.9669;1.0000;0;1.000;51.00;205.36;Базовый
2026-08-10T12:59:33.609;29.965;103;1;HOLD;1252.4282;913.0591;0.9552;3;1.102;55.00;210.04;Базовый
2026-08-10T12:59:33.609;29.965;103;2;LOCK;1309.3903;867.9676;1.0000;0;1.000;51.00;205.36;Базовый
2026-08-10T12:59:33.895;30.252;104;1;LOCK;1252.4112;913.0575;0.9988;0;1.000;54.00;209.36;Базовый
2026-08-10T12:59:33.895;30.252;104;2;LOCK;1309.3898;867.9524;0.9999;0;1.000;52.00;205.84;Базовый
2026-08-10T12:59:34.172;30.529;105;1;HOLD;1252.4112;913.0575;0.9691;2;1.068;54.00;209.36;Базовый
2026-08-10T12:59:34.172;30.529;105;2;LOCK;1309.3887;867.9205;0.9999;0;1.000;52.00;205.16;Базовый
2026-08-10T12:59:34.459;30.816;106;1;HOLD;1252.4029;913.0464;0.9843;1;1.034;53.00;208.00;Базовый
2026-08-10T12:59:34.459;30.816;106;2;LOCK;1309.3873;867.8822;0.9999;0;1.000;52.00;204.32;Базовый
2026-08-10T12:59:34.746;31.103;107;1;HOLD;1252.4029;913.0464;0.9696;2;1.068;53.00;208.00;Базовый
2026-08-10T12:59:34.746;31.103;107;2;LOCK;1309.3871;867.8740;0.9999;0;1.000;52.00;204.32;Базовый
2026-08-10T12:59:35.027;31.384;108;1;HOLD;1252.4029;913.0464;0.9550;3;1.102;53.00;208.00;Базовый
2026-08-10T12:59:35.027;31.384;108;2;LOCK;1309.3870;867.8678;0.9999;0;1.000;52.00;205.00;Базовый
2026-08-10T12:59:35.316;31.673;109;1;HOLD;1252.4029;913.0464;0.9550;3;1.102;53.00;208.00;Базовый
2026-08-10T12:59:35.316;31.673;109;2;LOCK;1309.3870;867.8678;0.9999;0;1.000;52.00;205.00;Базовый
2026-08-10T12:59:35.601;31.958;110;1;HOLD;1252.4029;913.0464;0.9550;3;1.102;53.00;208.00;Базовый
2026-08-10T12:59:35.601;31.958;110;2;LOCK;1309.3870;867.8678;0.9999;0;1.000;52.00;205.00;Базовый
